Id,y
0,5.3872055508611005
1,7.675717544702307
2,5.999956572723137
3,5.277357852269799
4,5.568620151158064
5,6.3923305633117575
6,5.673848548516454
7,6.214598975007612
8,5.399989277204751
9,7.13608262304214
10,6.799724200888149
11,9.337242168318426
12,5.922595753601902
13,4.0736570388077284
14,4.960819947308007
15,5.698948290154774
16,8.291579099865288
17,6.399887838004521
18,5.783543785084258
19,4.565429499297847
20,6.176199846250122
21,6.199929346888801
22,5.661523585087077
23,5.499985945286988
24,7.995678626217358
25,6.1112029325433195
26,6.917573699139228
27,5.999956572723137
28,7.041914151478915
29,6.698752911363789
30,5.113278088660478
31,5.865121954804871
32,7.518557371497695
33,7.570247719997592
34,8.387216143280265
35,8.318758762624412
36,4.999995657076895
37,7.099469017547244
38,7.995678626217358
39,7.896538377905295
40,6.499859618654542
41,4.588378610728086
42,4.967014781576196
43,5.852385501437973
44,7.995678626217358
45,6.0140797798764325
46,6.3390397082239165
47,5.8999639214574815
48,9.431798275933005
49,6.799724200888149
50,5.804072686402775
51,7.882728704344236
52,7.099469017547244
53,5.347067455112661
54,6.329661358872558
55,4.999995657076895
56,5.1029174924594045
57,5.029601978609221
58,6.453333974929816
59,5.8999639214574815
60,9.2518119729938
61,7.083019952679618
62,5.8700202453302905
63,5.666089456527021
64,5.589543335202686
65,8.291579099865288
66,9.193820026016112
67,7.705533773838407
68,6.468393368067278
69,8.4089353929735
70,4.414718665518796
71,6.643782865780265
72,5.8238797889439144
73,5.999956572723137
74,7.251811972993799
75,6.2659205927194055
76,4.999995657076895
77,6.397831448621003
78,6.799724200888149
79,6.62324060459512
80,8.58335949266172
81,4.686130671410323
82,5.463302706391815
83,6.936291440608582
84,4.999995657076895
85,5.499985945286988
86,5.102367411345846
87,7.406713932979542
88,6.398048595866478
89,3.9999995657057354
90,6.079928875702476
91,7.7972393126068
92,6.099944363973337
93,6.748118545447472
94,6.995248844408999
95,5.558446249046543
96,6.999565922520682
97,9.337242168318426
98,5.494836450189588
99,5.501675659302829
100,6.899663924066304
101,6.999565922520682
102,7.398918272215977
103,6.323214969580794
104,9.443697499232712
105,8.58335949266172
106,4.999995657076895
107,8.397940008672037
108,5.846642528517026
109,4.999995657076895
110,6.019496681806605
111,6.28408018256642
112,5.699978738118198
113,6.657379957446652
114,5.481472899882664
115,6.698752911363789
116,6.4582959767157115
117,7.117475462045119
118,8.356547323513812
119,4.522877297634477
120,7.215382707367125
121,7.384049948343599
122,5.556095825778647
123,6.176460566343141
124,7.317854923626168
125,7.498666821354433
126,6.484258583330635
127,4.999995657076895
128,6.964970717797632
129,7.199282921717615
130,8.38933983691012
131,4.999995657076895
132,9.193820026016112
133,9.880744110722063
134,6.387322081683498
135,6.899663924066304
136,8.193141970481182
137,7.507239610973162
138,7.274905478918531
139,6.899663924066304
140,4.999995657076895
141,7.896538377905295
142,7.521433504406157
143,4.22694457426792
144,5.792877502349036
145,6.260506769218385
146,4.999995657076895
147,8.71669877129645
148,8.309803919971486
149,4.999995657076895
150,9.0
151,5.929925173732472
152,5.808800580298482
153,7.458420756053419
154,9.55284196865778
155,6.24123945609002
156,7.863279432843593
157,6.318668294030834
158,5.021130456154157
159,5.202033440800635
160,4.548764839011812
161,6.065350077099289
162,6.499859618654542
163,6.0204061041510695
164,5.455919547413215
165,5.272044165283654
166,5.787785752580058
167,8.630784142589857
168,4.7447250821562745
169,6.638083381331357
170,8.906578314837764
171,4.999995657076895
172,4.522877297634477
173,7.5982549177629375
174,6.221053272031384
175,8.630784142589857
176,8.38933983691012
177,9.318758762624412
178,6.133653577250398
179,5.59998209381759
180,6.619607839942972
181,5.499985945286988
182,4.881467436844656
183,6.617802789622546
184,6.369470428573176
185,5.499985945286988
186,6.017683530307934
187,4.966572223286464
188,6.708409174341999
189,7.398918272215977
190,6.329939782526866
191,8.721246399047171
192,7.835647144215563
193,5.7495555998100345
194,7.7972393126068
195,7.7972393126068
196,6.853561864714226
197,9.443697499232712
198,5.665124223220896
199,5.096904584360962
200,4.686130671410323
201,6.415555692834824
202,4.999995657076895
203,6.3476569449372855
204,5.711281399733193
205,7.749579997691106
206,7.008773924307505
207,6.481354475669688
208,9.481486060122112
209,5.546666368162961
210,6.403292970318554
211,6.612432220582812
212,5.499985945286988
213,5.864867348623225
214,7.697885623043799
215,7.958607314841775
216,8.38933983691012
217,8.214670164989233
218,5.79997347348315
219,7.05700040663396
220,8.866461091629782
221,5.099994660923401
222,9.154901959985743
223,5.571686987345632
224,7.023650020996727
225,7.91721462968355
226,6.099944363973337
227,7.575118363368933
228,7.101823516502323
229,6.284748971121151
230,7.398918272215977
231,6.595337299126278
232,6.000434511774017
233,8.193141970481182
234,6.326886895761766
235,7.642065152999546
236,5.74470336809566
237,7.299123291623096
238,6.318668294030834
239,5.777517642861088
240,6.440332721611942
241,4.999995657076895
242,5.999956572723137
243,9.080921907623926
244,6.1254602029289895
245,7.035740369803151
246,7.374687549038326
247,8.113509274827518
248,6.59982479366461
249,5.895137481858923
250,7.696803942579511
251,9.221848749616356
252,6.562090964460501
253,7.498666821354433
254,5.522430206021097
255,5.826755440938434
256,5.7904581779834
257,5.173918715340354
258,7.82102305270683
259,4.331613151348592
260,6.59982479366461
261,5.458657935609943
262,8.920818753952375
263,8.657577319177793
