Id,y
0,4.999995657076895
1,5.3142493069646495
2,6.669383332705562
3,5.283988304628546
4,7.995678626217358
5,8.080921907623926
6,6.387110230712516
7,3.9999995657057354
8,6.721017883134556
9,4.999995657076895
10,6.5848596478041275
11,7.480172006224281
12,6.327809748811747
13,4.999995657076895
14,6.279757981712943
15,7.718966632752273
16,8.387216143280265
17,9.154901959985743
18,7.283162276700476
19,7.995678626217358
20,8.958607314841775
21,7.667561540084395
22,6.552686891176432
23,6.420102130396896
24,4.534615661244259
25,7.640164517660112
26,4.999995657076895
27,7.7281583934635005
28,8.292429823902063
29,6.3097152974873705
30,5.096904584360962
31,7.493494967595128
32,4.602058254153509
33,7.045275209020937
34,5.698948290154774
35,6.346690987061521
36,6.892450870255313
37,4.90169900024573
38,8.958607314841775
39,4.7447250821562745
40,4.522877297634477
41,8.508638306165727
42,8.958607314841775
43,5.669565932990288
44,6.76421912967244
45,6.279757981712943
46,8.508638306165727
47,6.481354475669688
48,6.479870335400386
49,5.999956572723137
50,6.119129267467576
51,8.214670164989233
52,6.18701983396052
53,7.696803942579511
54,6.1243022380197925
55,7.035740369803151
56,7.396855627379818
57,4.091514444955655
58,6.721017883134556
59,5.999088937868777
60,3.766495985982256
61,5.999956572723137
62,4.999995657076895
63,4.301029127075886
64,4.301029127075886
65,7.193141970481182
66,4.060480248192609
67,5.205156576812556
68,4.999995657076895
69,6.279757981712943
70,4.999995657076895
71,6.279757981712943
72,9.031050319018657
73,5.347743986621493
74,4.999995657076895
75,6.795608668080701
76,8.619788758288394
77,4.978806564811835
78,7.617982957425132
79,9.113509274827518
80,6.522734004575147
81,7.376750709602099
82,5.332537707544193
83,4.999995657076895
84,5.999956572723137
85,3.9999995657057354
86,5.920782564253433
87,5.301021309861201
88,8.67778070526608
89,8.03810452633215
90,7.345823458122039
91,6.443576878628715
92,7.454692883534176
93,5.677760025068848
94,5.3211994667455835
95,4.999995657076895
96,6.677573947594047
97,4.999995657076895
98,6.154839922348054
99,6.4558078892349675
100,8.585026652029182
101,7.79317412396815
102,6.10231793820358
103,5.508624296892266
104,8.387216143280265
105,4.999995657076895
106,5.999956572723137
107,3.3010299088050936
108,6.03147035562516
109,7.468776625466973
110,5.8999639214574815
111,5.602042619896112
112,7.600326278518962
113,8.886056647693163
114,6.0968557295904615
115,7.995678626217358
116,6.619607839942972
117,6.431680914904888
118,8.55284196865778
119,4.301029127075886
120,5.999956572723137
121,5.283988304628546
122,5.999956572723137
123,6.022230681908425
124,5.59998209381759
125,5.602042619896112
126,8.920818753952375
127,8.508638306165727
128,5.999956572723137
129,7.82102305270683
130,5.910059581501365
131,5.999956572723137
132,6.184355850868035
133,6.348625056086957
134,6.08613318810376
135,8.243363891754152
136,6.279757981712943
137,6.999565922520682
138,6.522734004575147
139,6.18701983396052
140,7.442492798094342
141,5.301021309861201
142,6.801068130067791
143,7.79317412396815
144,6.885722703438414
145,7.179798540514359
146,6.235749124561226
147,5.602042619896112
148,4.301029127075886
149,4.408934279399334
150,6.244048958995868
151,6.734946211495985
152,8.193141970481182
153,7.82102305270683
154,9.021819483062586
155,8.113509274827518
156,6.579879151914297
157,8.67778070526608
158,6.537452271197336
159,7.221125527997261
160,7.718966632752273
161,5.9507432027677725
162,6.769295686387431
163,6.341893164493607
164,3.6989697871888323
165,4.978806564811835
166,5.714420189270405
167,8.602059991327963
168,6.482672117705627
169,7.779891911959945
170,4.619786948731822
171,6.698752911363789
172,5.721223542044355
173,7.767003889607846
174,7.221125527997261
175,7.954677021213342
176,7.480172006224281
177,7.396855627379818
178,7.050122295963125
179,5.716450027997316
180,5.999956572723137
181,6.969278870639538
182,6.212468683872766
183,5.8238797889439144
184,5.746880166113113
185,7.480172006224281
186,7.91721462968355
187,6.397831448621003
188,6.279757981712943
189,8.387216143280265
190,3.6989697871888323
191,7.91721462968355
192,6.120846753815754
193,8.148741651280925
194,6.638083381331357
195,5.787785752580058
196,4.701079274945005
197,7.1073489661227
198,4.999995657076895
199,7.882728704344236
200,6.16742722515382
201,8.09151498112135
202,4.999995657076895
203,7.110138278741812
204,4.602058254153509
205,3.702239270112769
206,7.991399828238082
207,4.301029127075886
208,5.721223542044355
209,8.022276394711152
210,7.488116639021126
211,5.787785752580058
212,6.552686891176432
213,6.999565922520682
214,7.7423214251308154
215,4.602058254153509
216,7.7423214251308154
217,7.718966632752273
218,6.769295686387431
219,4.396854544352535
220,7.995678626217358
